app_id,label_flag,label_flag_type,privacy_flag,privacy_flag_type,if_equal
969122371,0,empty_privacyType,1,,
1523811300,1,,1,,
974628899,0,empty_privacyType,1,,
6443582515,1,,1,,
1159943168,1,,0,404,
1186523572,1,,1,,
1661891139,1,,1,,
6449587979,1,,1,,
1166874296,1,,1,,
515877714,1,,1,,
888211509,1,,0,404,
469820028,1,,1,,
404445256,1,,0,404,
1628006501,1,,1,,
1533951432,1,,1,,
1589010585,1,,1,,
830649885,1,,0,404,
1127260935,1,,1,,
898383017,1,,1,,
467607764,1,,1,,
1151109858,0,empty_privacyType,1,,
483082304,0,empty_privacyType,1,,
1553882885,1,,1,,
980146958,1,,1,,
1295555672,1,,1,,
1017803760,1,,0,404,
1579364157,1,,1,,
1593526506,1,,1,,
6450262209,1,,1,,
1614065193,1,,1,,
1563198303,1,,1,,
574001818,0,empty_privacyType,1,,
1037750652,1,,1,,
1102812738,1,,1,,
1634598093,1,,1,,
1530897947,1,,1,,
874230970,1,,0,404,
1095264931,0,empty_privacyType,1,,
1572759360,1,,1,,
376412660,1,,1,,
1017236272,1,,1,,
891647713,1,,1,,
1625313578,1,,1,,
1529423469,1,,1,,
6472888753,1,,1,,
691908718,0,empty_privacyType,1,,
6670426445,1,,1,,
882996302,1,,0,404,
1596902287,1,,1,,
1191037021,1,,1,,
939750856,1,,1,,
1552952971,1,,1,,
1415392812,1,,1,,
1095625957,0,empty_privacyType,1,,
331891505,0,empty_privacyType,1,,
904446242,0,empty_privacyType,1,,
1622820726,1,,1,,
1446352801,0,empty_privacyType,1,,
1587915921,1,,1,,
1438938483,0,empty_privacyType,1,,
1471111026,1,,1,,
1258268078,0,empty_privacyType,1,,
6446899616,1,,1,,
1637059453,1,,1,,
1598639131,1,,1,,
960128616,1,,1,,
838297703,0,empty_privacyType,1,,
1665681064,1,,1,,
1306789834,1,,1,,
901858272,1,,1,,
511244149,0,empty_privacyType,1,,
922485099,0,empty_privacyType,1,,
1583720927,1,,0,404,
1206776375,1,,1,,
1613980485,1,,1,,
891539398,1,,0,404,
337866370,0,empty_privacyType,1,,
526979077,1,,0,404,
1290165431,0,empty_privacyType,1,,
923760656,1,,1,,
6502340578,1,,1,,
994210330,1,,1,,
1061999170,0,empty_privacyType,1,,
1608019937,1,,1,,
1475489857,1,,1,,
1105426659,1,,1,,
6736452931,1,,1,,
1177433971,1,,1,,
481288153,0,empty_privacyType,1,,
1535463188,1,,1,,
1473228160,1,,1,,
585930238,0,empty_privacyType,1,,
6504607988,1,,1,,
1475469727,1,,1,,
1439889483,0,empty_privacyType,1,,
1673713581,1,,1,,
6517355244,1,,1,,
1566893016,1,,1,,
1564457531,1,,1,,
1673696774,1,,1,,
1090377145,1,,1,,
1493918687,1,,1,,
899075979,1,,1,,
1623039444,1,,1,,
1052650381,0,empty_privacyType,1,,
1529054706,1,,1,,
1619502855,1,,1,,
6443659017,1,,1,,
1476370450,1,,1,,
1222275061,1,,1,,
882398562,1,,1,,
1090348795,1,,1,,
1658783602,1,,1,,
6458741147,1,,1,,
590210330,1,,0,404,
868281034,1,,1,,
408502686,1,,1,,
1620341292,1,,1,,
6443968137,1,,1,,
921017188,1,,1,,
